Longitude,Latitude,Community,School,Year,TotalEnrollmentK12,TotalTeacherCount,StudentTeacherRatio,SchoolDistrict,In_Cohort,Graduates,GraduationRate
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2016,54,5,11.8,Kuspuk School District,13,9,0.6923
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2017,57,5,12.67,Kuspuk School District,9,3,0.3333
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2018,51,4,12.75,Kuspuk School District,12,10,0.8333
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2019,46,6,8.36,Kuspuk School District,5,4,0.8
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2020,63,5,14,Kuspuk School District,8,6,0.75
-159.550107486,61.5806004660001,Aniak,Aniak Jr/Sr High School,2021,61,6,11.09,Kuspuk School District,4,2,0.5
-162.264821713,64.615953753,Elim,Aniguiin School,2013,84,12,8.3,Bering Strait School District,,,
-162.264821713,64.615953753,Elim,Aniguiin School,2014,86,11,9.3,Bering Strait School District,,,
-162.264821713,64.615953753,Elim,Aniguiin School,2015,103,10,11.7,Bering Strait School District,6,5,0.8333
-162.264821713,64.615953753,Elim,Aniguiin School,2016,97,10,9.8,Bering Strait School District,7,7,1.0
-162.264821713,64.615953753,Elim,Aniguiin School,2017,104,10,11.5,Bering Strait School District,2,2,1.0
-162.264821713,64.615953753,Elim,Aniguiin School,2018,110,8,15.5,Bering Strait School District,8,4,0.5
-162.264821713,64.615953753,Elim,Aniguiin School,2019,105,13,12.02,Bering Strait School District,9,8,0.8889
-162.264821713,64.615953753,Elim,Aniguiin School,2020,113,9,17.89,Bering Strait School District,5,2,0.4
-162.264821713,64.615953753,Elim,Aniguiin School,2021,115,9,16.9,Bering Strait School District,7,5,0.7143
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2013,183,16,13.9,Lower Kuskokwim School District,,,
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2014,181,17,15.8,Lower Kuskokwim School District,,,
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2015,182,14,14.4,Lower Kuskokwim School District,12,3,0.25
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2016,202,15,15.4,Lower Kuskokwim School District,6,2,0.3333
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2017,214,14,15.43,Lower Kuskokwim School District,15,6,0.4
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2018,210,14,15.3,Lower Kuskokwim School District,13,10,0.7692
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2019,207,14,14.9,Lower Kuskokwim School District,12,6,0.5
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2020,204,13,15.77,Lower Kuskokwim School District,7,5,0.7143
-162.456606233,60.896473137,Nunapitchuk,Anna Tobeluk Memorial School,2021,191,12,16,Lower Kuskokwim School District,11,7,0.6364
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2013,378,33,14.2,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2015,402,26,16.5,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2016,372,25,16.2,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2017,373,25,16.41,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2018,359,25,15.43,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2019,381,25,16.67,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2020,385,24,17.06,Fairbanks North Star Borough School District,,,
-147.744791179,64.858111498,Fairbanks,Anne Wien Elementary,2021,261,22,12.36,Fairbanks Norht Star Borough School District,,,
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2013,151,20,9.5,Bering Strait School District,,,
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2014,156,20,9.8,Bering Strait School District,,,
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2015,154,19,10.1,Bering Strait School District,7,7,1.0
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2016,157,17,9.5,Bering Strait School District,14,11,0.7857
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2017,169,16,11.25,Bering Strait School District,9,8,0.8889
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2018,141,15,10.6,Bering Strait School District,10,7,0.7
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2019,143,19,9.91,Bering Strait School District,12,10,0.8333
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2020,138,17,10.36,Bering Strait School District,7,6,0.8571
-162.037097873,63.478579736,Saint Michael,Anthony A. Andrews School,2021,143,18,9.28,Bering Strait School District,11,10,0.9091
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2013,45,4,12.8,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2014,45,3,18,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2015,60,4,17.1,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2016,61,3,23.9,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2017,59,3,19.67,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2018,60,4,15,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2019,60,5,12,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2020,60,5,12,Nome School District,,,
-165.406067741,64.5424718300001,Nome,Anvil City Science Academy,2021,58,5,11.6,Nome School District,,,
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2013,174,14,13.3,Northwest Arctic Borough School District,,,
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2014,169,17,14.1,Northwest Arctic Borough School District,,,
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2015,185,13,18.7,Northwest Arctic Borough School District,6,5,0.8333
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2016,184,14,15.7,Northwest Arctic Borough School District,10,8,0.8
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2017,182,12,17.41,Northwest Arctic Borough School District,12,8,0.6667
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2018,184,12,17.43,Northwest Arctic Borough School District,13,7,0.5385
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2019,189,10,20.82,Northwest Arctic Borough School District,13,9,0.6923
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2020,201,10,23.27,Northwest Arctic Borough School District,15,14,0.9333
-161.043744202,66.8328621480001,Noorvik,Aqqaluk High/Noorvik Elementary,2021,195,8,25.38,Northwest Arctic Borough School District,6,3,0.5
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2013,372,23,18.2,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2014,377,22,18.4,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2015,379,20,19.1,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2016,377,21,19,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2017,378,22,17.36,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2018,385,22,17.52,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2019,382,23,16.87,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2020,382,23,17.25,Anchorage School District,,,
-149.916865463,61.1922521820001,Anchorage,Aquarian Charter School,2021,384,25,16.52,Anchorage School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2013,550,35,17.5,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2014,521,30,17.8,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2015,520,30,18.7,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2016,528,26,20.6,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2017,530,26,21.12,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2018,519,28,19.69,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2019,430,28,16.04,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2020,405,25,16.84,Fairbanks North Star Borough School District,,,
-147.690692897,64.8272704130001,Fort Wainwright,Arctic Light Elementary,2021,356,22,16.68,Fairbanks Norht Star Borough School District,,,
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2013,25,3,9.2,Yukon Flats School District,,,
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2014,27,3,9.4,Yukon Flats School District,,,
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2015,35,5,6.7,Yukon Flats School District,3,0,0.0
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2016,31,5,7.5,Yukon Flats School District,1,0,0.0
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2017,39,2,20,Yukon Flats School District,3,2,0.6667
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2018,33,4,8.25,Yukon Flats School District,4,4,1.0
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2019,37,4,9.5,Yukon Flats School District,3,1,0.3333
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2020,34,4,8.5,Yukon Flats School District,2,0,0.0
-145.535539814,68.128457736,Arctic Village,Arctic Village School,2021,36,3,12,Yukon Flats School District,4,2,0.5
-161.817283577,59.0120067350001,Platinum,Arviq School,2013,18,2,16.5,Lower Kuskokwim School District,,,
-161.817283577,59.0120067350001,Platinum,Arviq School,2014,22,3,10,Lower Kuskokwim School District,,,
-161.817283577,59.0120067350001,Platinum,Arviq School,2015,18,3,7.7,Lower Kuskokwim School District,0,0,
-161.817283577,59.0120067350001,Platinum,Arviq School,2016,13,3,6.4,Lower Kuskokwim School District,1,0,0.0
-161.817283577,59.0120067350001,Platinum,Arviq School,2017,13,1,13,Lower Kuskokwim School District,2,0,0.0
-161.817283577,59.0120067350001,Platinum,Arviq School,2018,11,2,8.27,Lower Kuskokwim School District,0,0,
-161.817283577,59.0120067350001,Platinum,Arviq School,2019,13,1,21.67,Lower Kuskokwim School District,,,
-161.817283577,59.0120067350001,Platinum,Arviq School,2020,13,1,13,Lower Kuskokwim School District,,,
-161.817283577,59.0120067350001,Platinum,Arviq School,2021,11,1,11,Lower Kuskokwim School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2013,332,23,16.3,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2014,333,24,16.4,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2015,355,25,16.7,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2016,364,24,17.4,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2017,400,26,19.39,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2018,381,27,18.33,Juneau School District,,,
-134.647850763,58.388790801,Auke Bay,Auke Bay Elementary,2019,381,26,18.9,Juneau School District,,,
-134.647850763,58.388790801,Auke Bay,Auke Bay Elementary,2020,373,26,17.82,Juneau School District,,,
-134.647850763,58.388790801,Juneau,Auke Bay Elementary,2021,220,24,11.82,Juneau School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2013,71,7,11.7,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2014,66,6,13.5,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2015,73,6,13.4,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2016,82,6,15.1,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2017,80,6,17.82,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2018,76,6,15.67,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2019,69,7,12.92,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2020,76,6,16.18,Kuspuk School District,,,
-159.550107486,61.5806004660001,Aniak,Auntie Mary Nicoli Elementary,2021,52,6,11.82,Kuspuk School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2013,190,12,16,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2014,194,12,16.4,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2015,187,12,15.9,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2016,181,12,15.5,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2017,193,12,16.43,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2018,197,12,16.77,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2019,194,12,16.43,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2020,183,12,15.57,Kenai Peninsula Borough School District,,,
-151.254833137,60.5541422220001,Soldotna,Aurora Borealis Charter School,2021,174,13,14.46,Kenai Peninsula Borough School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2013,392,28,15.1,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2014,356,28,14.8,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2015,260,23,12.8,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2016,234,21,13.8,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2017,219,18,15.48,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2018,210,18,15.11,Anchorage School District,,,
-149.863531833,61.2372309570001,Anchorage,Aurora Elementary,2019,178,14,13.34,Anchorage School District,,,
-149.863531833,61.2372309570001,Anchorage,Aurora Elementary,2020,317,24,15.73,Anchorage School District,,,
-149.863531833,61.2372309570001,Joint Base Elmendorf-Richardson,Aurora Elementary,2021,252,24,13.52,Anchorage School District,,,
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2013,132,10,13.2,Lower Kuskokwim School District,,,
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2014,164,14,15.7,Lower Kuskokwim School District,,,
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2015,170,14,12.9,Lower Kuskokwim School District,13,10,0.7692
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2016,174,12,14.6,Lower Kuskokwim School District,10,5,0.5
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2017,173,14,13.07,Lower Kuskokwim School District,12,4,0.3333
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2018,173,10,18.79,Lower Kuskokwim School District,3,2,0.6667
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2019,155,11,15.31,Lower Kuskokwim School District,6,5,0.8333
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2020,152,10,16.3,Lower Kuskokwim School District,9,5,0.5556
-162.88706256,59.9594420830001,Kongiganak,Ayagina'ar Elitnaurvik,2021,156,7,22.29,Lower Kuskokwim School District,14,5,0.3571
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,2013,170,11,15.5,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,2014,172,12,14.2,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,2015,177,13,13.4,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,2016,170,11,15.5,Lower Kuskokwim School District,,,
-161.770558516,60.8021066650001,Bethel,Ayaprun Elitnaurvik,2017,163,10,16.3,Lower Kuskokwim School District,,,
