Longitude,Latitude,Community,IncorporationType,AreaType,Population,Year,Is_Subsistence_Use,Is_Essential_Air_Service,Is_Environmentally_Threatened
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,85,2014,0,0,0
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,1403,2015,1,0,0
-158.621625,59.2792073700001,Aleknagik,2nd Class City,Community,232,2014,1,0,1
-157.4235473,70.48213652,Atqasuk,2nd Class City,Community,248,2016,1,0,1
-151.5575,59.6761111000001,Diamond Ridge,CDP,Community,1230,2016,1,0,0
-162.5194696,60.89457329,Kasigluk,Unincorporated CDP,Community,599,2014,1,0,1
-152.8810386,58.0041020100001,Aleneva,CDP,Place of Interest,44,2014,1,0,0
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,248,2016,1,0,0
-144.8219354,65.57070889,Central,Unincorporated CDP,Community,86,2015,1,1,0
-132.5228223,55.6854862600001,Thorne Bay,2nd Class City,Community,510,2015,1,0,0
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,549,2014,0,0,0
-149.622229,60.91793289,Hope,CDP,Community,196,2015,0,0,0
-149.1179,64.6003000000001,Four Mile Road,Unincorporated CDP,Community,31,2015,1,0,0
-142.0352638,62.05966564,Chisana,Unincorporated CDP,Place of Interest,0,2015,1,1,0
-149.1453354,61.64000731,Farm Loop,CDP,Place of Interest,1198,2016,1,0,0
-141.0457864,64.74518901,Eagle Village,Unincorporated CDP,Community,53,2014,1,0,0
-136.2297476,57.9606687,Pelican,1st Class City,Community,93,2014,1,1,0
-163.41049,64.68127766,White Mountain,2nd Class City,Community,209,2016,1,0,1
-156.8575019,59.11246319,Levelock,CDP,Community,87,2016,1,1,1
-144.0493401,63.65559219,Dot Lake Village,Unincorporated CDP,Place of Interest,41,2015,1,0,1
-148.9409266,61.4971211500001,Knik River,CDP,Community,795,2016,1,0,0
-168.8601835,52.9401089500001,Nikolski,Unincorporated CDP,Community,13,2016,1,1,1
-146.5882565,62.29986189,Lake Louise,CDP,Community,40,2016,1,0,0
-150.0455152,61.7440144400001,Willow,CDP,Community,2043,2015,0,0,0
-158.724932,64.3265639300001,Kaltag,2nd Class City,Community,182,2014,1,0,1
-154.3280837,60.19602229,Port Alsworth,CDP,Community,168,2014,1,0,0
-149.2964457,61.5911199400001,Lakes,CDP,Place of Interest,8986,2015,1,0,0
-145.1737915,63.8871444900001,Deltana,Unincorporated CDP,Community,2309,2014,1,0,0
-131.6373989,55.6028174200001,Loring,CDP,Place of Interest,3,2015,0,0,0
-147.7260063,61.79346959,Glacier View,CDP,Community,235,2014,1,0,0
-163.1576184,59.8770966700001,Kwigillingok,Unincorporated CDP,Community,385,2016,1,0,1
-144.0588808,63.65794205,Dot Lake,Unincorporated CDP,Community,19,2014,1,0,0
-149.4442033,61.58209845,Wasilla,1st Class City,Community,8468,2015,0,0,0
-147.3971488,66.3603484600001,Beaver,Unincorporated CDP,Community,58,2015,1,0,1
-136.3454861,58.19391484,Elfin Cove,Unincorporated CDP,Community,16,2014,1,1,0
-145.4120642,62.0473811800001,Tazlina,Unincorporated CDP,Community,270,2015,1,0,1
-149.3682771,60.4864352800001,Moose Pass,CDP,Community,231,2016,0,0,0
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,745,2015,1,0,1
-141.9336488,64.0726259100001,Chicken,Unincorporated CDP,Place of Interest,6,2016,1,0,0
-146.1129134,62.09714581,Tolsona,Unincorporated CDP,Community,23,2016,1,0,0
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,315,2016,1,0,1
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,418,2014,1,0,1
-165.4085599,64.49808969,Nome,1st Class City,Community,3721,2014,1,0,1
-169.54528,56.6014257,Saint George,2nd Class City,Community,72,2016,1,0,1
-149.1453354,61.64000731,Farm Loop,CDP,Place of Interest,1079,2015,1,0,0
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,26,2015,1,0,0
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,459,2016,1,0,0
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,104,2016,1,1,0
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,274,2014,1,0,1
-148.6859726,60.7722882300001,Whittier,2nd Class City,Community,253,2015,1,0,0
-144.0667491,65.8266465400001,Circle,Unincorporated CDP,Community,108,2016,1,1,1
-151.8340149,59.7764369000001,Anchor Point,CDP,Community,2059,2015,0,0,0
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,56,2015,1,0,0
-156.8771232,64.7426528600001,Galena,1st Class City,Community,484,2015,1,0,1
-145.1850849,61.7999571,Willow Creek,Unincorporated CDP,Place of Interest,187,2016,1,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,380,2015,1,0,1
-162.2914977,63.52380972,Stebbins,2nd Class City,Community,627,2015,1,0,1
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1781,2015,1,0,0
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,64,2016,1,0,1
-162.8831358,61.9372025100001,Pilot Station,2nd Class City,Community,634,2014,1,0,1
-152.5822723,57.7055350000001,Womens Bay,CDP,Place of Interest,783,2015,0,0,0
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,214,2014,1,1,1
-158.4630788,59.0393744300001,Dillingham,1st Class City,Community,2386,2015,1,0,1
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,212,2016,1,1,1
-149.8948474,61.21627757,Anchorage,Unified Home Rule Borough,Community,300549,2014,0,0,0
-157.7027018,64.8817887800001,Koyukuk,2nd Class City,Community,92,2014,1,0,1
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,466,2016,0,0,0
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,444,2014,1,0,1
-141.010596,62.6221071900001,Alcan Border,Unincorporated CDP,Place of Interest,30,2016,1,0,0
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,29,2015,1,0,0
-160.0322305,70.63853949,Wainwright,2nd Class City,Community,557,2016,1,0,1
-135.8958758,59.40043417,Klukwan,Unincorporated CDP,Community,84,2015,1,0,1
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,106,2014,1,1,1
-134.5808463,57.4995695000001,Angoon,2nd Class City,Community,416,2014,1,1,1
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,2014,1,0,0
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,178,2016,1,0,1
-161.7717709,60.7911992000001,Bethel,2nd Class City,Community,6205,2015,0,0,1
-152.8834419,57.86662239,Port Lions,2nd Class City,Community,176,2014,1,1,1
-157.3757505,58.2090702300001,Egegik,2nd Class City,Community,85,2016,1,1,1
-164.5399655,67.7273868300001,Kivalina,2nd Class City,Community,412,2015,1,0,1
-162.8870639,59.9594387400001,Kongiganak,Unincorporated CDP,Community,456,2014,1,0,1
-148.3372,70.2553,Prudhoe Bay,CDP,Place of Interest,2174,2014,1,0,0
-149.8191587,61.5522787300001,Big Lake,CDP,Community,3590,2014,0,0,0
-135.338623,57.0490212600001,Sitka,Unified Home Rule Borough,Community,8929,2015,1,1,0
-155.4370226,61.3553888800001,Lime Village,Unincorporated CDP,Community,29,2015,1,0,1
-162.7288422,66.07667336,Deering,2nd Class City,Community,157,2015,1,0,1
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1193,2014,0,0,0
-150.0455152,61.7440144400001,Willow,CDP,Community,2047,2016,0,0,0
-165.1072343,60.52954536,Toksook Bay,2nd Class City,Community,656,2016,1,0,1
-142.9877619,63.3358964400001,Tok,Unincorporated CDP,Community,1246,2015,1,0,0
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,25,2014,1,0,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,0,2014,0,0,0
-149.2399694,61.5740853200001,Gateway,CDP,Community,7084,2016,1,0,0
-156.8823728,66.9077009200001,Kobuk,2nd Class City,Community,148,2015,1,0,1
-149.6208307,61.51685582,Knik-Fairview,CDP,Community,17097,2015,1,0,0
-157.0172713,58.7273345300001,Bristol Bay Borough,2nd Class Borough,Community,942,2014,1,0,0
-149.1083689,61.5997112700001,Matanuska-Susitna Borough,2nd Class Borough,Community,98063,2014,1,0,0
-134.6469956,56.2492376800001,Port Alexander,2nd Class City,Community,45,2014,1,1,0
-166.0707644,66.25510533,Shishmaref,2nd Class City,Community,597,2016,1,0,1
-131.6373989,55.6028174200001,Loring,CDP,Place of Interest,4,2016,0,0,0
-151.2488059,60.5590139000001,Kenai,Home Rule City,Community,7098,2016,0,0,0
-149.4411111,60.0725,Lowell Point,CDP,Community,75,2014,1,0,0
-145.3018732,62.3018968100001,Gakona,Unincorporated CDP,Community,199,2016,1,0,0
-159.05493,58.97954187,Manokotak,2nd Class City,Community,500,2014,1,1,1
-132.9777041,56.81669536,Kupreanof,2nd Class City,Community,20,2015,1,0,0
-162.7149874,55.2065679500001,Cold Bay,2nd Class City,Community,59,2016,1,0,1
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,91,2015,1,0,1
-149.0058449,63.8703844300001,Denali Borough,Non-Unified Home Rule Borough,Community,1810,2016,1,0,0
-157.5773328,57.5642993500001,Pilot Point,2nd Class City,Community,76,2015,1,1,1
-153.9814353,57.5370683300001,Larsen Bay,2nd Class City,Community,77,2016,1,0,0
-141.9517,62.9822,Northway Village,Unincorporated CDP,Community,87,2016,1,0,1
-157.1704098,61.7026823800001,Sleetmute,Unincorporated CDP,Community,99,2015,1,0,1
-136.0314547,59.44650625,Mosquito Lake,CDP,Place of Interest,256,2016,1,0,0
-152.3977209,57.7931666200001,Kodiak Island Borough,2nd Class Borough,Community,13819,2015,0,0,0
-162.6763556,60.3427841600001,Tuntutuliak,Unincorporated CDP,Community,437,2015,1,0,1
-144.8219354,65.57070889,Central,Unincorporated CDP,Community,91,2014,1,1,0
-145.5374067,63.9822426900001,Gold Sand Acres,Unincorporated,Community,71,2016,0,0,0
-157.8565278,67.0864707800001,Ambler,2nd Class City,Community,260,2016,1,0,1
-145.7239404,63.9918179900001,Fort Greely,Unincorporated CDP,Place of Interest,463,2015,0,0,0
-158.5479769,58.8345343,Clark's Point,2nd Class City,Community,54,2016,1,1,1
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,319,2015,1,0,1
-161.7713652,60.7226475400001,Oscarville,Unincorporated CDP,Community,61,2014,1,0,1
-151.1425755,60.4866414200001,Kalifornsky,CDP,Community,8337,2014,1,0,0
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,514,2014,1,0,0
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,48,2014,0,0,0
-162.457405,60.8972172800001,Nunapitchuk,2nd Class City,Community,563,2014,1,0,1
-163.0367115,64.5423909500001,Golovin,2nd Class City,Community,182,2016,1,0,1
-152.8810386,58.0041020100001,Aleneva,CDP,Place of Interest,21,2015,1,0,0
-157.2856959,59.7264073700001,Koliganek,Unincorporated CDP,Community,229,2014,1,1,1
-162.7288422,66.07667336,Deering,2nd Class City,Community,143,2016,1,0,1
-151.0430362,61.1721485100001,Beluga,CDP,Place of Interest,16,2016,1,0,0
-144.6018116,63.67518647,Dry Creek,Unincorporated CDP,Community,93,2016,1,0,0
-151.3334305,60.61773773,Salamatof,CDP,Community,1120,2015,1,0,0
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,9,2015,1,0,0
-131.573307,55.1260739100001,Metlakatla,Indian reservation organized under federal law,Community,1471,2014,1,0,0
-160.0101102,66.60439151,Selawik,2nd Class City,Community,847,2016,1,0,1
-135.5462038,59.31301367,Lutak,CDP,Place of Interest,67,2014,1,0,0
-133.1220631,56.11714153,Whale Pass,2nd Class City,Community,45,2016,1,0,0
-149.2399694,61.5740853200001,Gateway,CDP,Community,6193,2014,1,0,0
-158.7630842,56.25373123,Chignik Lake,CDP,Community,70,2015,1,1,1
-148.8773404,61.7095915900001,Sutton-Alpine,CDP,Community,1426,2016,1,0,0
-162.0399103,63.47835158,Saint Michael,2nd Class City,Community,417,2016,1,0,1
-152.5037,57.7381,Kodiak Station,CDP,Place of Interest,1305,2015,0,0,0
-148.9168668,63.7323200700001,Denali Park,CDP,Community,179,2015,0,0,0
-143.9699392,62.7065704,Slana,Unincorporated CDP,Community,139,2014,1,0,0
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,315,2014,1,0,0
-145.8345557,64.1472131900001,Big Delta,Unincorporated CDP,Place of Interest,534,2015,0,0,0
-142.5196992,63.13803253,Tetlin,Unincorporated CDP,Community,131,2015,1,0,1
-161.0468258,66.83334504,Noorvik,2nd Class City,Community,644,2016,1,0,1
-160.7919652,63.87663037,Unalakleet,2nd Class City,Community,758,2016,1,0,1
-161.4490947,60.91380831,Akiachak,Unincorporated CDP,Community,671,2015,1,0,1
-143.7975818,62.92939878,Mentasta Lake,Unincorporated CDP,Community,113,2016,1,0,0
-149.0844382,66.00452448,Stevens Village,Unincorporated CDP,Community,46,2015,1,0,1
-152.701315,66.55452803,Alatna,Unincorporated CDP,Community,26,2016,1,0,1
-145.8179463,66.2629693000001,Birch Creek,Unincorporated CDP,Community,22,2015,1,0,1
-151.5320066,59.64718757,Homer,1st Class City,Community,5099,2014,0,0,0
-149.0354355,61.54162777,Butte,CDP,Community,3418,2015,0,0,0
-156.6676467,58.6813712700001,Lake and Peninsula Borough,Non-Unified Home Rule Borough,Community,1668,2015,1,0,0
-145.2412838,66.5661669,Fort Yukon,2nd Class City,Community,576,2014,1,0,1
-144.4411179,61.5164902700001,Chitina,Unincorporated CDP,Community,132,2014,1,1,0
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,900,2015,1,1,1
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,142,2015,1,0,0
-161.4375467,60.81122837,Kwethluk,2nd Class City,Community,793,2015,1,0,1
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,295,2015,0,0,0
-157.7198137,58.9051910300001,Portage Creek,Unincorporated CDP,Place of Interest,2,2014,1,0,1
-159.7718289,62.1984422,Holy Cross,2nd Class City,Community,155,2016,1,0,1
-168.9517919,65.7583525100001,Diomede,2nd Class City,Community,111,2014,1,1,1
-157.0199138,58.72821587,Naknek,CDP,Community,523,2015,1,0,0
-162.6000777,66.8951658300001,Northwest Arctic Borough,Non-Unified Home Rule Borough,Community,7889,2015,1,0,0
-149.0907414,64.56270921,Nenana,Home Rule City,Community,396,2014,1,0,1
-150.1718169,65.5033866300001,Rampart,Unincorporated CDP,Community,32,2014,1,0,1
-136.2297476,57.9606687,Pelican,1st Class City,Community,78,2016,1,1,0
-152.2228178,57.61797554,Chiniak,CDP,Place of Interest,48,2015,0,0,0
-150.1075,67.4100000000001,Wiseman,Unincorporated CDP,Place of Interest,13,2016,1,0,0
-158.5479769,58.8345343,Clark's Point,2nd Class City,Community,52,2015,1,1,1
-135.2282914,57.7810313900001,Tenakee Springs,2nd Class City,Community,140,2016,1,0,0
-164.6294162,60.93686382,Newtok,Unincorporated CDP,Community,380,2015,1,0,1
-156.8575019,59.11246319,Levelock,CDP,Community,80,2015,1,1,1
-162.0881695,61.8814414300001,Marshall,2nd Class City,Community,462,2015,1,0,1
-152.0777034,65.17118315,Tanana,1st Class City,Community,224,2016,1,0,1
-145.527782,62.1126684500001,Glennallen,Unincorporated CDP,Community,473,2015,1,0,0
-150.0108417,61.3551864900001,Point MacKenzie,CDP,Community,1517,2014,1,0,0
-144.6641875,62.5663622600001,Chistochina,Unincorporated CDP,Community,94,2015,1,0,1
-149.4261305,60.88404712,Sunrise,CDP,Place of Interest,12,2016,1,0,0
-149.3525898,60.3576311800001,Primrose,CDP,Community,73,2015,1,0,0
-151.0810742,60.53130471,Ridgeway,CDP,Community,2108,2014,1,0,0
-147.1680556,61.9386111000001,Eureka Roadhouse,CDP,Place of Interest,19,2014,1,0,0
-162.8541552,68.07171169,Red Dog Mine,CDP,Place of Interest,309,2015,1,0,0
-144.6018116,63.67518647,Dry Creek,Unincorporated CDP,Community,102,2015,1,0,0
-162.3112663,55.0595082400001,King Cove,1st Class City,Community,923,2016,1,1,1
-158.1053547,64.7234193800001,Nulato,2nd Class City,Community,246,2014,1,0,1
-162.2764121,60.8572982700001,Atmautluak,Unincorporated CDP,Community,305,2014,1,0,1
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,198,2014,1,0,0
-145.4960007,63.0324502400001,Paxson,Unincorporated CDP,Community,33,2014,1,0,0
-151.2013355,61.9677230600001,Skwentna,CDP,Place of Interest,33,2014,1,0,0
-151.2237875,59.5976979500001,Halibut Cove,CDP,Place of Interest,85,2016,0,0,0
-161.2018498,56.0012060400001,Nelson Lagoon,CDP,Community,45,2014,1,0,1
-146.7789165,61.9898422000001,Nelchina,Unincorporated CDP,Community,72,2016,1,0,0
-151.2568467,60.3249378400001,Kasilof,CDP,Community,532,2016,0,0,0
-154.4982735,59.55470038,Pope-Vannoy Landing,CDP,Place of Interest,4,2014,1,0,0
-155.4889493,64.7392281,Ruby,2nd Class City,Community,186,2014,1,0,1
-149.1157308,64.0170859300001,Ferry,CDP,Place of Interest,25,2015,0,0,0
-166.1928612,60.38649408,Mekoryuk,2nd Class City,Community,215,2016,1,0,1
-135.884444,59.40389,Haines CDP,CDP,CDP,1813,2014,0,0,0
-164.5298469,62.7769473800001,Emmonak,2nd Class City,Community,827,2015,1,0,1
-135.3116911,59.45573152,Skagway,1st Class Borough,Community,1031,2014,1,0,0
-160.4821141,55.3445109900001,Aleutians East Borough,2nd Class Borough,Community,3001,2016,1,0,0
-157.478047,59.3502442700001,Ekwok,2nd Class City,Community,119,2014,1,1,1
-150.0512588,62.44980587,Chase,CDP,Community,41,2015,0,0,0
-163.2870194,62.0318125700001,Pitkas Point,Unincorporated CDP,Community,117,2015,1,0,1
-135.447947,59.2343054,Haines Borough,Non-Unified Home Rule Borough,Community,2537,2014,1,0,0
-148.9168668,63.7323200700001,Denali Park,CDP,Community,189,2016,0,0,0
-154.8948002,59.72097095,Newhalen,2nd Class City,Community,207,2014,1,0,1
-132.957763,56.8109592000001,Petersburg Borough,Non-Unified Home Rule Borough,Community,3179,2016,1,0,0
-156.7824387,71.29234396,North Slope Borough,Non-Unified Home Rule Borough,Community,9712,2011,1,0,0
-154.2582191,66.0458727800001,Hughes,2nd Class City,Community,86,2014,1,0,1
-145.8954491,64.1513819800001,Whitestone,Unincorporated CDP,Community,99,2015,1,0,0
-164.5071352,60.8188798400001,Mertarvik,Unincorporated CDP,Place of Interest,0,2016,1,0,0
-133.0846458,55.5574327800001,Big Salt,Unincorporated,Community,28,2016,0,0,0
-146.3550808,61.13023788,Valdez,Home Rule City,Community,4011,2015,0,0,0
-151.2969256,60.7345972300001,Nikiski,CDP,Community,4616,2016,0,0,0
-160.3157629,61.5381853700001,Upper Kalskag,2nd Class City,Community,234,2015,1,0,1
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,195,2016,1,0,0
-151.2986599,59.7254375000001,Fritz Creek,CDP,Community,2024,2015,0,0,0
-169.54528,56.6014257,Saint George,2nd Class City,Community,82,2015,1,0,1
-154.1732455,56.9468146400001,Akhiok,2nd Class City,Community,81,2014,1,1,1
-164.8520039,62.5310651300001,Nunam Iqua,2nd Class City,Community,201,2016,1,0,1
-166.1928612,60.38649408,Mekoryuk,2nd Class City,Community,210,2014,1,0,1
-171.7188264,63.7768845400001,Gambell,2nd Class City,Community,713,2014,1,0,1
-161.972626,60.6943313400001,Napakiak,2nd Class City,Community,355,2016,1,0,1
-149.248677,61.6932211800001,Fishhook,CDP,Community,5331,2015,0,0,0
-156.0619525,62.9879595200001,Takotna,Unincorporated CDP,Community,62,2015,1,0,1
-149.808407,60.4948727600001,Cooper Landing,CDP,Community,250,2016,0,0,0
-149.1907816,64.34335795,Anderson,2nd Class City,Community,209,2014,1,0,0
-130.0255142,55.9157523000001,Hyder,Unincorporated CDP,Community,91,2015,1,0,0
-164.7299664,60.4799803000001,Nightmute,2nd Class City,Community,285,2016,1,0,1
-149.3525898,60.3576311800001,Primrose,CDP,Community,72,2016,1,0,0
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,315,2016,1,0,0
-157.7027018,64.8817887800001,Koyukuk,2nd Class City,Community,97,2016,1,0,1
-157.399544,57.51228753,Ugashik,CDP,Place of Interest,15,2016,1,1,0
-135.3750052,59.1599890900001,Mud Bay,CDP,Place of Interest,183,2015,1,0,0
-144.6981839,63.99574441,Healy Lake,Unincorporated CDP,Community,13,2014,1,1,1
-159.1433925,55.91158561,Perryville,CDP,Community,110,2016,1,1,1
-164.0379401,59.9363864000001,Kipnuk,Unincorporated CDP,Community,643,2015,1,0,1
-145.371878,62.26858008,Gulkana,Unincorporated CDP,Community,110,2016,1,1,1
-132.957763,56.8109592000001,Petersburg Borough,Non-Unified Home Rule Borough,Community,3199,2015,1,0,0
-133.6072167,56.3223510700001,Port Protection,Unincorporated CDP,Community,51,2016,1,0,0
-151.065852,60.4904472100001,Soldotna,Home Rule City,Community,4319,2015,0,0,0
-161.2300017,60.90749213,Akiak,2nd Class City,Community,389,2016,1,0,1
-145.2412838,66.5661669,Fort Yukon,2nd Class City,Community,564,2015,1,0,1
-145.3053,61.955,Copper Center,Unincorporated CDP,Community,283,2015,1,0,0
-149.3482601,65.1521483400001,Minto,Unincorporated CDP,Community,205,2015,1,1,1
-158.7630842,56.25373123,Chignik Lake,CDP,Community,76,2014,1,1,1
-154.7491854,59.4400057400001,Kokhanok,CDP,Community,174,2014,1,0,1
-133.6212106,56.3513641000001,Point Baker,Unincorporated CDP,Community,15,2014,1,0,0
-141.9336488,64.0726259100001,Chicken,Unincorporated CDP,Place of Interest,7,2014,1,0,0
-153.2836713,57.21341891,Old Harbor,2nd Class City,Community,213,2014,1,0,1
-150.9159762,59.8535156300001,Fox River,CDP,Place of Interest,644,2014,1,0,0
-142.9237002,61.43287967,McCarthy,Unincorporated CDP,Community,36,2014,1,1,0
